,real,preds
5816,no. not really. but i am going to just keep going.,whats your favorite book?<|endoftext|>
5817,"yes, do not ever stop writing. it really calms the soul or awakens it.",good for you. i have my husband and my two dogs.<|endoftext|>
5818,absolutely right. thanks for the encouragement friend.,Thanks for the encouragement.<|endoftext|>
5819,it means a lot to have some encouragement. writers need love!!,<|endoftext|>
5820,absolutely. it was nice talking to you.,<|endoftext|>
5821,"thanks nice to talk to you. take care, hold true", same here.<|endoftext|>
5822,hi! i am watching morning news with my beloved husband. you?,<|endoftext|>
5823,i am getting ready for work. i am a nurse.,morning! i am watching the animals love live on the telly.<|endoftext|>
5824,what a great profession. you would probably tell me to work out more!,"azing! i hate leaving my house, but i really should not.<|endoftext|>"
5825,ha ha. i try not to preach. do you collect anything? i collect bears.,or just spend more time with animals. i love animals.<|endoftext|>
5826,i collect my favorite movies. bears are cute!,Ben and jerrys is my favorite food. i would have to agree.<|endoftext|>
5827,yes. i go to the zoo all the time to watch the bears., mission impossible! is it a comedy or action movie?<|endoftext|>
5828,sounds fun but i prefer to stay at home and watch tv with the hubby,do you work out? i don't work out.<|endoftext|>
5829,it is nice to have someone to share activities with.,<|endoftext|>
5830,"my husband is such a sweetheart. everyone loves him, especially me","plus, i love eating. ben and jerrys is my favorite food.<|endoftext|>"
5831,how sweet. have you ever seen a green bear?,<|endoftext|>
5832,no i have not. have you?,Once. i was actually attacked by one. it was so scary!<|endoftext|>
5833,no. it is my favorite color so i am on the hunt for one!,"Yes, i have seen a few.<|endoftext|>"
5834,haha good luck! maybe i can find a movie about a green bear,green bears are so cool!<|endoftext|>
5835,that would be cool! what is your favorite movie?,<|endoftext|>
5836,i really love all movies. you?,.... my favorite would be the walking dead<|endoftext|>
5837,i enjoy comedies and chick flicks., doctor who?<|endoftext|>
5838,can you tell me about yourself?,<|endoftext|>
5839,"hi, i can tell you lots what do you want to know",i'm a college student and i work at a fitness center.<|endoftext|>
5840,what do you do for work?,what do you do for a living?<|endoftext|>
5841,"well, for now i work at burger king, hoping to be a mgr soon!",same as a lunch counter at a diner. what do you do for hobbies?<|endoftext|>
5842,oh how interesting! i work in the it field.,how do you like it? i'm a secretary but i also like to read<|endoftext|>
5843,"like computers? my friend works with computers, i let her set mine up", what do you do?<|endoftext|>
5844,yes. it is short for internet technician.,"hey, do you read? i try to keep up with current events.<|endoftext|>"
5845,"i figured i am more of a people person, not book smart",do you like to exercise?<|endoftext|>
5846,oh what a shame i live to read! i could get lost in books, i love to read.<|endoftext|>
5847,my favorite thing is running,<|endoftext|>
5848,i enjoy a good jog every morning after breakfast.,what do you like to do for fun?<|endoftext|>
5849,i am actually getting ready for my first marathon so nervous!,"or just exercise for me, i could never be on a bike<|endoftext|>"
5850,i was watching the news and my city is hosting a marathon.,how exciting! what are you doing in the marathon?<|endoftext|>
5851,when i am running i feel so free from my problems.,how exciting! do you like to read?<|endoftext|>
5852,i understand. when i go for a run it really clears my head.,how far is your marathon?<|endoftext|>
5853,i live in a bad neighborhood... i run to a better one lol prettier scenery,<|endoftext|>
5854,hello! how are you today?,<|endoftext|>
5855,"i am well, what are your plans today?",hello! i'm nervous about college.<|endoftext|>
5856,probably just some stitching and quilting. you?, i'm going to paint some pictures.<|endoftext|>
5857,that sounds very relaxing. i think i am going to wash my car. do you study?,"a lot of packing for school tomorrow, i'm attending college.<|endoftext|>"
5858,"ha, not for a long time! i am what they call a baby boomer","nah, i don't have any time for that. i actually am a second generation american.<|endoftext|>"
5859,"awe, how sweet. i start college next year, i am studying to be a doctor.",what do you do? i'm studying to be a surgeon.<|endoftext|>
5860,that is awesome! my father was a doctor in the military,oh wow! that's great! i've always wanted to be a doctor.<|endoftext|>
5861,wow! i bet he came accross a lot of interesting patients. that is admiring.," my grandfather was a doctor, he made me feel very nervous about college.<|endoftext|>"
5862,yeah he did. he definitely had some stories to tell. he and i are proud americans.,"my dad was in the army, but i don't think i could have handled that.<|endoftext|>"
5863,well that is amazing. do you like to shop?,<|endoftext|>
5864,all day! how about you?,my dad and i love to go shopping! i buy all the things i need.<|endoftext|>
5865,"yes, i love it! i love fashion and clothes.", mall shopping is my guilty pleasure.<|endoftext|>
5866,same. at my age there is not much to choose from., what is your favorite brand?<|endoftext|>
5867,oh i bet there is! i am an expert when it comes to shopping.,<|endoftext|>
5868,i am so jealous! i bet you always find cute clothes!,what is your favorite brand?<|endoftext|>
5869,"no need to be. i just love to shop, it is my addiction. nice talking to you.",<|endoftext|>
5870,what do you like to do?, strange collectibles too. strange indeed.<|endoftext|>
5871,animal lover living in the mountain area who teaches,"i like listening to music, especially country and classical.<|endoftext|>"
5872,i am wanting to learn how to draw do you like the arts?, prose is my favorite band. i teach kids about animals and art. i also enjoy drawing and sketching.<|endoftext|>
5873,i do actually most performance art tho. some abstract," my parents were both teachers, but i love music and especially hills and valleys.<|endoftext|>"
5874,i like nature and hiking, prose is my favorite. i eat a lot of pizza. how much do you eat?<|endoftext|>
5875,that sounds exciting where do you hike?, valley music is one of my favorites<|endoftext|>
5876,and i love hiking in the mountains too where i write and read poetry,mostly mountains i try to go to at least one place every week<|endoftext|>
5877,you can defiantly find quiet places for that there,<|endoftext|>
5878,do you like to cook? i will try any kind of food at least once, defiantly? what is that exactly?<|endoftext|>
5879,i can do it but not my passion. do you know barry manila?,i love to cook as well.<|endoftext|>
5880,barry manilow you mean? yes i know of him,i don't i am just a fan of sketching<|endoftext|>
5881,i like him a lot. my favorite by far,"oh i gotcha, i just read a book about him a few years ago<|endoftext|>"
5882,i have a weird sticker of barry,what is your favorite drink?<|endoftext|>
5883,oh yeah what is it of?,what kind of music do you like?<|endoftext|>
5884,an weird sticker of an album cover,He was the dude who invented manhattan<|endoftext|>
5885,that is cool. do you have pets?,what kind of music do you like?<|endoftext|>
5886,ohio state buckeyes fan jane here. who is out there?,<|endoftext|>
5887,hey carl here! i am a huge football fan! go bears!,you are not alone! lots of us are!<|endoftext|>
5888,my factory job allows me weekends off so i get to watch the games. you?,<|endoftext|>
5889,"every week, i also work at a factory doing heavy lifting and delivery",same here. i also deliver babies for my job and it is rewarding but stressful.<|endoftext|>
5890,office for me. then home to my garden filled with purple flowers.,... making airplane parts. that's cool. what do you do?<|endoftext|>
5891,"you kind of sounds like your single, i am too and love it!",oh! i love not being involved in anyone and being by myself.<|endoftext|>
5892,yep. great friends great life. love the outdoors. except water sports!,Bailey is my man. he's so dreamy.<|endoftext|>
5893,really?!?! i love water! in fact that is the only liquid i will drink!, natures beverage is all i drink.<|endoftext|>
5894,"drinking it is fine. anything larger than a glass terrifies me, lol.",what else do you like?<|endoftext|>
5895,"that is funny! i love swimming at the pool in my gym, it is a great workout",do you work out at all?<|endoftext|>
5896,bad childhood experience. never got over it. i wish i could overcome it.,<|endoftext|>
5897,"gotcha, i have some of those as well which is why i am single and alone",good for you though. keep working at it. it will get better!<|endoftext|>
5898,i hear ya! it is amazing the stuff we carry through our lives from childhood.,<|endoftext|>
5899,it really is! it was nice to have met you jane!,True.<|endoftext|>
5900,you too.. maybe we can talk about the bears and buckeyes more next time., you have a great day!<|endoftext|>
5901,for sure and possibly work through your fear of water!,<|endoftext|>
5902,"hello, janice here. taking a break from studying.",<|endoftext|>
5903,"hello, i am mia. i know the feeling, i homeschool my daughter.","good afternoon, how are you?<|endoftext|>"
5904,i am in my last year of high school and ready for college!," i am excited to graduate and get my degree, but i'll be studying surgery in a few years.<|endoftext|>"
5905,good luck! what are you going to go for?," doors are wide open for me here in my town. artsy, yet wealthy. i love to be outside. the world is so crowded.<|endoftext|>"
5906,"the medical field, probably a doctor."," surgeon, i want to be a surgeon. i love it!<|endoftext|>"
5907,"very cool. i am a morning person, i sell crafts at the farmers market.","respiratory therapist? i hope not, my kid was bullied at school.<|endoftext|>"
